fonte,coletado_em,posto_id,nome,uf_fonte,cidade_fonte,bairro,endereco,cep,telefones,email,site,contato,horario,segmento
tectronica,2026-09-06,tectronica-1762de2a29,ELBIO JOEL MATTE - ME,RS,Porto Alegre,,"Avenida Alberto Bins, 550 Loja 02 - Centro Histórico",90030-140,51999135939,billmatte@gmail.com,,,,
tectronica,2026-09-06,tectronica-76e791ead0,MGATTI LUTHIERIA,RS,Porto Alegre,,"AV. ALBERTO BINS, CENTRO HISTORICO",90030-140,5139060311,gattimarcelo@gmail.com,,,,
tectronica,2026-09-06,tectronica-7cc928f359,KAMMING INSTRUMENTOS MUSICAIS,RS,São Leopoldo,,"Rua Regina Mundi, 401 Cristo Rei",93020-280,5192725314,tkamming@yahoo.com.br,,,,
tectronica,2026-09-06,tectronica-b7b42f70ad,GARAGEM DAS BANDAS LUTHIERIA,SC,Fraiburgo,,"RUA: JOSÉ FAGUNDES , JD AMÉRICA",89580-000,4999757612,garagemdasbandas@outlook.com,,,,
tectronica,2026-09-06,tectronica-ca8f52e767,GTR ELETRONICS ELETRÔNICA,SC,Itajaí,,"Rua Israel de Almeida,298 São Vicente",88312-000,47992299370,gtreletronics@hotmail.com,,,,
tectronica,2026-09-06,tectronica-1e6ae02a21,DIGISOM ELETRÔNICA LTDA,SC,São José,,"Rua Anna Orlandina Maciel, 251 Centro",88103-120,4832253347,ev2.service.sc@gmail.com,,,,
tectronica,2026-09-06,tectronica-eba6698ec2,J. ELETROMUSIC,SE,Aracaju,,"Rua Lourival Chagas, 465 Grageru",49025-390,7930220372,j.eletromusic@ig.com.br,,,,
tectronica,2026-09-06,tectronica-00742abe10,SONORA SOM,SE,Aracaju,,"RUA MONSENHOR SILVEIRA , SÃO JOSÉ",49015-030,7932158234,sonora1carlos@gmail.com,,,,
tectronica,2026-09-06,tectronica-35343e3885,G. A. DOS SANTOS MORELLI,SP,Americana,,"Avenida Campos Salles, 382 Vila Jones",13465-590,1936456190,,,,,
tectronica,2026-09-06,tectronica-3fa26c5df8,CARLOS GODOY,SP,Bauru,,"Rua Almeida Brandão, 976 - Higienópolis",17013-421,1432241092,cacgodoy@uol.com.br,,,,
tectronica,2026-09-06,tectronica-df6f4c436b,ELETRÔNICA AUDIOCARE,SP,Campinas,,"Avenidade Dr. Angelo Simoes, 1224 Jardim Leonor",13041-150,1932015008,contatoaudiocare@gmail.com,,,,
tectronica,2026-09-06,tectronica-6980ea13f1,LUTHIERIA BRUNELLI,SP,Franca,,"Av. Wanderlei Mancini, 1730 1705 (Corresp.) - Pq. Vicente Leporaci",14407-325,16999999322,luthieriabrunelli@gmail.com,,,,
tectronica,2026-09-06,tectronica-4e6751d3c4,FELTRONIC,SP,Jaú,,"Rua Doutor Italo Peccioli, 203 Jd. Ferreira Dias",17209-690,1436227347,feltronic@feltronic.com.br,,,,
tectronica,2026-09-06,tectronica-b112529484,ELETRÔNICA SAI,SP,Jundiaí,,"Rua Bom Jesus de Pirapora, 1640 Jundianopolis",13207-605,1145875176,eletronica@eletronicasai.com.br,,,,
tectronica,2026-09-06,tectronica-8df9260595,Antônio Pádua Duarte Rodrigues,SP,Limeira,,"Rua São João, 31 Vila São João",13480-740,3134416004,lamarca@lamarcaproaudio.com.br,,,,
tectronica,2026-09-06,tectronica-fc7c86847e,AUDIO TECH ELETRÔNICA,SP,Limeira,,"Av. Piracicaba, CENTRO",13480-743,1934970658,audiotech@ig.com.br,,,,
tectronica,2026-09-06,tectronica-27c4a6dcfa,MUSIC-TEC ASSISTÊNCIA TÉCNICA,SP,Mogi das Cruzes,,"RUA BARAO DE JACEGUAI, CENTRO",08710-165,1197151865,musictecmogi@uol.com.br,,,,
tectronica,2026-09-06,tectronica-0b5d0746be,TECNOLAB ASS.TÉCNICA EM EQUIP. DE ÁUDIO,SP,Piracicaba,,"RUA TIRADENTES, Centro",13400-760,1934028419|1930355009,mc.cazon@yahoo.com,,,,
tectronica,2026-09-06,tectronica-15e8ac9e33,AUDIOART,SP,Pirassununga,,"Rua Siqueira Campos, 2351 Centro",13631-010,1935613403,contato@audioartbr.com,,,,
tectronica,2026-09-06,tectronica-2bbc8d5d4f,ESTAÇÃO ACÚSTICA STUDIO,SP,Praia Grande,,"Rua Plínio Salgado, 49 St. do Campo",11724-060,1333029000,estacaoacustica@ig.com.br,,,,
tectronica,2026-09-06,tectronica-8b091bdcfd,DUARTE LUTHERIA,SP,Ribeirão Preto,,"Rua Florêncio de Abreu, 1811 Sobreloja - Centro",14015-060,16997019871,duarte@duarteluthieria.com,,,,
tectronica,2026-09-06,tectronica-6e050b4e72,GFS TECH I,SP,Ribeirão Preto,,"Rua Tamandare, 1344 Campos Eliseos",14085-070,1636128817,atendimento@gfstech.com,,,,
tectronica,2026-09-06,tectronica-d5c1801f47,GFS TECH II,SP,Ribeirão Preto,,"R. Princesa Isabel, 642",14085-120,1636128817,atendimento2@gfstech.com,,,,
tectronica,2026-09-06,tectronica-fde3225c04,Tectrônica,SP,São Paulo,,"Rua Carlos Camargo Aranha, 12 Unidade I - Jardim São Paulo",02068-000,,atendimento@tectronica.com.br,,,,
tectronica,2026-09-06,tectronica-9834651cf4,BELLONI LUTHIER,SP,Sorocaba,,"Rua Nicolau Pereira Campos Vergueiro, 29 Centro",18035-300,15997920035,belloni.luthier@outlook.com.br,,,,
tectronica,2026-09-06,tectronica-7d0474f648,HITEC AUDIO SERVICE,SP,Taubaté,,"Av. Juscelino K. de Oliveira, 238 Jd. Eulalia",12010-600,1236321127,hitecaudio@hitecaudio.com.br,,,,
tectronica,2026-09-06,tectronica-c7007341fc,ELETRÔNICA PAULISTA,SP,Votuporanga,,"Avenida Brasil, 4929 Sala 02 - Lot Santa Alice",15500-051,1734216947,eletronica-paulista@hotmail.com,,,,
yamaha,2026-09-06,yamaha-b304c6d246,ELETRONICA VIDEO TEC,AC,,,"AVENIDA CHICO MENDES, 4068 – CORRENTE - RIO BRANCO, AC",,6832210437,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0632f564c8,EGNALDO LUTHIER,AL,,,"AV. MOREIRA E SILVA, 40 - FAROL (centro) - MACEIO, AL",,8232210864,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-9372f2ef0e,HI-FI ELETRONIC,AL,,,"RUA DR. GUEDES GONDIM, 278 - CENTRO - MACEIÓ, AL",,8230340081,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-91c8a0e24e,ATSE COMERCIO,AM,,,"AV. CONSTANTINO NERY, 289 – CENTRO - MANAUS, AM",,9232326188,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-8cc0c67867,OFICINA DE PIANOS SH,AM,,,"RUA SARGENTO SOMBRA, 87 CASA - FLORES - MANAUS, AM",,92991516264|92982147207,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-8b820bbaa6,TUPANA,AM,,,"RUA ALVARES DE AZEVEDO, 128 ANDAR 2 SALA 20 - COMPENSA - MANAUS– AM",,9236254212,,,,,"Teclados e pianos digitais, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-be45214d71,ASSISTENCIA T OMURA,AP,,,"RUA LEOPOLDO MACHADO, 4142 – BEIROL – MACAPÁ, AP",,9632414494,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-91f3e40c96,AM CUSTOM,BA,,,"AV. DORIVAL CAYMMI, 14307 -ITAPUÃ- SALVADOR,BA",,7135612529,,https://www.instagram.com/luthier.adailton,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-4fd0076aba,ATELIER DE INSTRUMENTOS DE SOPRO,BA,,,"RUA DOS PROTESTANTES, 22 - ED. HUMBERTO 1º SS 05 - GARCIA - SALVADOR, BA",,71999336283,,,,,BI
yamaha,2026-09-06,yamaha-e21e6851ca,DF ELETRONICA,BA,,,"RUA SANTO ANTONIO, 4 - CASA - TERESÓPOLIS - ALAGOINHAS, BA",,7531814947,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-ea4caa1fff,DIGITAL ELETRONICA,BA,,,"RUA JARACATIÁ, 1048 - CAMINHO DAS ÁRVORES - SALVADOR, BA",,7134511234,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-4f0fc58a6e,DR. AS ELETRONICA,BA,,,"RUA MACHADO MONTEIRO, 82 - CAMINHO DE AREIA - SALVADOR - BA",,7133145271,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-ea10fbcf41,ELETRÔNICA DÓREA,BA,,,"AV. DOM JOÃO VI, 22A - BROTAS - SALVADOR, BA",,7132446390,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-c84e262616,PANATEC,BA,,,"RUA CRISTÓVÃO BARRETO, 351 - SERRARIA BRASIL - FEIRA DE SANTANA , BA",,7532237885,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-42577de9b8,SINAL ELETRÔNICA,BA,,,"AV. PRINCESA ISABEL, 935 - SÃO CAETANO - ITABUNA, BA",,73988449076|73991745080,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-51e81ef775,TECNOCENTRO ELETRONICA,BA,,,"AV AFRANIO PEIXOTO, 95 - PERIPERI - SALVADOR - BA",,7133970040,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-e52a4087e9,ASSIS PIANOS,CE,,,"AV. PRES. CASTELO BRANCO, 2149 - JACARECANGA - FORTALEZA, CE",,8532437684|8532819313|85996224480,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-f77c567a31,ELETRÔNICA ITASOM,CE,,,"AV. PADRE IBIAPINA, 1365 - JACAREACANGA - FORTALEZA, CE",,8532231856,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-36705502a7,LUTHITEC,CE,,,"RUA NOGUEIRA ACIOLI, 1400 - CENTRO - FORTALEZA - CE",,85981332083|8530161123,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-77ce712e4d,REPAROS MÚSICA,CE,,,"AVENIDA AGUANAMBI, 2479 - FÁTIMA - FORTALEZA, CE",,8530225465|85986300138,,,,,BI
yamaha,2026-09-06,yamaha-1bef07e05a,CASA DO PIANO,DF,,,"NÚCLEO RURAL CÓRREGO DA ONÇA RUA C CHACARA, 03 - NÚCLEO BANDEIRANTE - BRASÍLIA, DF",,6130366405|61999702964,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-7271a9e347,HOSPITAL DO SAXOFONE,DF,,,"SHCG NORTE CLR QD 712 BLOCO F LOJA 27 - ASA NORTE - BRASILIA, DF",,6130334389|61986043506,,,,,BI
yamaha,2026-09-06,yamaha-83a472da2a,MUSITRON,DF,,,"ADE CONJUNTO 09 LOTE 21 - AGUAS CLARAS - BRASILIA, DF",,6134045520,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0c2cf81eed,OFICINA MELODICA,DF,,,"QUADRA C 12, 08 - BLOCO C LOJA 08 - TAGUATINGA CENTRO - TAGUATINGA, DF",,6133516885,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-d3406b9627,FELIPE PIANOS,ES,,,"AV. DOUTOR OLIVIO LIRA, 450 - CENTRO - VILA VELHA, ES",,2730342507|27999211733,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-b19cbb00c5,LA MANUTENÇÃO EM INSTRUMENTOS DE SOPRO,ES,,,"RUA ANICETO FERREIRA LIMA, 336 - SALA 104 - SANTA MÔNICA - VILA VELHA, ES",,2730776361|27999554009,,,,,BI
yamaha,2026-09-06,yamaha-c947a5482c,SHARCOLOR,ES,,,"AV. MARECHAL MASCARENHAS DE MORAES, 2577 - BENTO FERREIRA - VITÓRIA, ES",,2733243931,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-15dc7a00e7,TELEMATICA,ES,,,"AV. JERONIMO MONTEIRO, 155 - JUBURUMA - VILA VELHA, ES",,2721243634,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-56604aaaf2,VECTOR LUTHIERIA,ES,,,"RUA CASSEMIRO DE ABREU, 310 - LOJA 1 - PARQUE RESIDENCIAL LARANJEIRAS - SERRA - ES",,27998292091,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-73ab79face,VITAL ELETRONICA,ES,,,"RUA DR DE OLINDO, 14 - BAIMINAS - CACHOEIRO DE ITAPEMIRIM, ES",,2835222809,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9dfc280105,ELIEL CARLOS,GO,,,"RUA MARACAIBO, 52 - QUADRA 216 LOTE 10 JARDIM NOVO MUNDO GOIANIA - GO",,62981266942,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-a73b41ce65,HE SERVIÇOS,GO,,,"RUA CORUMBÁ, 140 - CAMPINAS - GOIANIA, GO",,6232911138,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-ea3971ae8e,SAXON INSTRUMENTOS,GO,,,"AV. ALEXANDRE DE MORAIS, 1962 - PARQUE AMAZÔNIA – GOIÂNIA, GO",,6232137408|62982557140,,,,,"BI, Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-ddc63530fb,SERGIO PIANOS,GO,,,RUA 2011 UNIDADE 201 LOTE 32 CASA 1 - Goiânia - GO,,62999720955,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-2973ad9fa6,IMELODIA,MA,,,"RUA NOVA, QUADRA H - CASA 4 - SITIO LEAL - SÃO LUIS, MA",,9832384669|98999639280,,,,,BI
yamaha,2026-09-06,yamaha-f64c939f14,RONALD SERVICE ELETRONICS,MA,,,"RUA LEONCIO PIRES DOURADO, 1913 - BACURÍ - IMPERATRIZ, MA",,9935266362,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-d47a40c242,SILVATECK,MA,,,"RUA DO ALECRIM, 352 – SALA 01 - CENTRO - SÃO LUIZ, MA",,9832210654,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-dfff5c941a,AUDIO TEC,MG,,,"RUA ABAIBA, 324 - LOJA - SÃO PAULO - BELO HORIZONTE, MG",,3134323655,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9167b6da2a,AUDIOTECH ELETRÔNICA,MG,,,"R. Jaguaribe, 272 - Alto São João, Montes Claros - MG",,3832142192,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-32a3bc1028,CASA TENOR,MG,,,"RUA BELMIRO BRAGA, 10 - VILA PASSOS NOVA LIMA - NOVA LIMA, MG",,3135419719|31993585946,,,,,BI
yamaha,2026-09-06,yamaha-fb52d6eb9d,DEUSTSCH PIANO - MOTTA,MG,,,"RUA COROMANDEL, 21 - LOJAS 02 E 03 - GRAÇA - BELO HORIZONTE, MG",,3134255694|31999194377,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-cce27ed919,EQUIPCENTER.TV,MG,,,"RUA TEOFILO OTONI, 185 - SÃO BENEDITO - UBERABA, MG",,3433160846,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-739ad451d8,HENRIQUE UTSCH,MG,,,"RUA PROFESSOR MORAES, 43 - SAVASSI - BELO HORIZONTE, MG",,3136585888|31983536545,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-a52a608341,MC VIDEO SOM,MG,,,"AV. RIO BRANCO,1104 LJ 1088/1082 - LIDICE - UBERLANDIA, MG",,3432365825,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1032678cf4,MUNDO DAS CORDAS,MG,,,"RUA BERNARDO GUIMARAES, 3032 LOJA - BARRO PRETO - BELO HORIZONTE, MG",,3132012519,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-96c17b53f3,SONORA SOLUÇÕES,MG,,,"RUA SABARÁ, 09 - SALA 104 - CENTRO - IPATINGA, MG",,3130910610,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-cbdb222fd4,TECHNOCENTERBH,MG,,,"AV AUGUSTO DE LIMA, 1263 - LOJA 20C - BARRO PRETO - BELO HORIZONTE, MG",,3135646476,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1ccefe97ac,TELEVISOM ELETRÔNICA,MG,,,"RUA ANTONIO DIAS TOSTES, 518 - GRANBERY - JUIZ DE FORA, MG",,3232136742,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-5cd2a8895d,ELETRÔNICA VIP LTDA,MS,,,"RUA ANTONIO MARIA COELHO,1966 - CENTRO - CAMPO GRANDE - MS",,6730252244,,,,,"Teclados e pianos digitais, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-e827d64c81,PIANOTEC - ALBINO,MS,,,"RUA PADRE JOÃO CRIPPA, 3001 - MONTE CASTELO - CAMPO GRANDE, MS",,6733259057|6796127007,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-009defedda,CF CRIACAO MUSICAL,MT,,,"RUA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 286 - QUILOMBO - CUIABA- MT",,65981345566,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-3d13fb559a,GIDEAO SANTA ATELIER,MT,,,"RUA GENERAL RABELLO, Nº 257 - DUQUE DE CAXIAS - CUIABA - MT",,6530287002,,,,,BI
yamaha,2026-09-06,yamaha-c24a3cabb3,SIGMA ELETRÔNICA,MT,,,"RUA DAS ORQUIDEAS, 600 - BOSQUE DA SAÚDE - CUIABÁ, MT",,6530232262,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-2a3c3bd914,ARAÚJO ELETRÔNICA,PA,,,"RUA BENEDITA CELESTINA, 123 - SANTA CATARINA - CASTANHAL, PA",,9137121403,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1116aa06e9,ASSISTENCIA TECNICA PROSHOW,PA,,,"RUA DOS MUNDURUCUS, 3814 – GUAMA – BELEM, PA",,9133497886,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-db6659c128,ATELIÊ SONAT,PA,,,"PASSAGEM SANTA MATILDE, 52 A -CASTANHEIRA - BELÉM - PA",,9121217323,,,,,BI
yamaha,2026-09-06,yamaha-bdbdf6b5dd,EXATA SERVIÇOS E COMPONENTES,PA,,,"TRAVESSA 7 DE SETEMBRO, 672 - SALA B - APARECIDA - SANTARÉM, PA",,93991008728,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-5ac270b724,HUMBERTO AZULAY,PA,,,"AV TAVARES BASTOS, 1485 APTO 201-MARAMBAIA- BELEM, PA",,91991163779,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-1e0e5c9be9,CORUJÃO ELETRÔNICA,PB,,,"AV. EXPEDICIONÁRIOS, 100 - LOJA 105 - EXPEDICIONÁRIOS - JOÃO PESSOA, PB",,8332255133,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-f4ea710c68,TELETRONICA VILAR,PB,,,"RUA ALEXANDRINO CAVALCANTE BELO, 69 - CENTRO - CAMPINA GRANDE - PB",,83987508190|8333413157,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-02cfa4f6b8,AGRESTE ELETRÔNICA,PE,,,"PRAÇA DR. MANOEL JARDIM, 132 - SANTO ANTONIO - GARANHUNS, PE",,8737617830,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-6c526e83a3,ATELIER ADRIANO PESSOA,PE,,,"RUA TRIUNFO, 24 - ARTUR LUNDGREN I - PAULISTA, PE",,8131284326|81986705835,,,,,BI
yamaha,2026-09-06,yamaha-957705275d,CHATEAU PIANOS,PE,,,"RUA DA REGENERACAO, 433 - AGUA FRIA - RECIFE, PE",,8134448393|8187516925|8198095542,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-f1dddc22d3,CP TECH AUDIO,PE,,,"Rua João Fernandes Vieira, 574 Sala 403, Boa Vista - Recife，PE",,8134222038,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-82864f9277,JMR ELETRÔNICA,PE,,,"RUA AMÉRICO VESPÚCIO, 188 - SÃO FRANCISCO - CARUARU, PE",,8131374277,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-d1b98c28a3,JR EMPREENDIMENTOS,PE,,,"RUA CAMPINA GRANDE, 264 - CENTRO - OLINDA, PE",,8132416310|81986404201,,,,,BI
yamaha,2026-09-06,yamaha-d1e48a5c2d,VIDEO TECNICA ELETRONICA,PE,,,"RUA QUARENTA E OITO, 525 – ESPINHEIRO – RECIFE, PE",,8132412393,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-291c9ed381,VIDICOM LTDA ME,PE,,,"R. Ernesto de Paula Santos, 867 - Boa Viagem - Recife - PE",,8134664068,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1464f687c2,AUDIO MUSICAL,PI,,,"RUA TIRADENTES, 2549 - ANEXO B - PORENQUANTO - TERESINA, PI",,8633030436,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-e5ed7052dd,ANTUNES TÉCNICO,PR,,,"RUA JOÃO DA SILVA GODOY, 234 - ERNANI MOURA LIMA - LONDRINA, PR",,4333343145|43999913145,,,,,BI
yamaha,2026-09-06,yamaha-fbd5c77187,AUDIOLASER ELETRÔNICA LTDA,PR,,,"RUA BLAISE PASCAL, 124 - ABRANCHES - CURITIBA, PR",,4130273200,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9db201d258,BONIFÁCIO PIANOS,PR,,,"RUA RIO JAVARÍ, 18 - JD ESMERALDA - CURITIBA, PR",,4136212196|41999915109,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-6f4d621997,CARLOS ALBERTO MAIA DE OLIVEIRA,PR,,,"RUA CAPITAO JOAO BUSSE, 1214 - CALIFORNIA - LONDRINA, PR",,4333413866|43991540393,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-79ba9d9148,CLAVE DE SOM,PR,,,"RUA ITAJUBA nº 465- PORTAO - CURITIBA, PR",,4133338620,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9be942faec,CORRADO GUITARS,PR,,,"AV JINROKU KUBOTA, 380 - JARDIM ALVORADA - MARINGÁ, PR",,4433462156,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-1c304dab6f,HIGHTEC,PR,,,"AV. MARINGÁ, 2053 - JD QUEBEC - LONDRINA, PR",,4333281805,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-b7218c2036,NORBERTO KRUGER,PR,,,"RUA INDEPENDENCIA, 1633 - CENTRO - MARECHAL CANDIDO RONDON - PR",,7130377207|71992117207,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-a58bbc77e1,POWER TECH ELETRÔNICA,PR,,,"AV. HERVAL, 698 F - CENTRO - MARINGÁ, PR",,4432224618,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-84de004d61,AIMARTE PRO,RJ,,,"AV. DAS AMÉRICAS, 2250 - Sala 221, BARRA DA TIJUCA - RIO DE JANEIRO, RJ",,2124314685|2124311794,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-7f6661c7cf,BASTOS LUTHIEARIA LTDA,RJ,,,"R ALMIRANTE BARROSO, 80 - ANDAR 6, SALA 602 Jardim Vinte e Cinco de Agosto - Duque de Caxias - RJ",,21981414918,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-a12023b8fb,CIA DO SOPRO,RJ,,,"RUA DA CONCEIÇÃO, 188 - SALA 1004B - CENTRO - NITERÓI, RJ",,2126132729,,,,,BI
yamaha,2026-09-06,yamaha-3877e76402,DR.VIDEO,RJ,,,"RUA TONELEIRO, 153 A - COPACABANA - RIO DE JANEIRO, RJ",,2122554400,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-7d0f7cf6f8,ELETRÔNICA BW,RJ,,,"AV. DAS AMÉRICAS, 7907 BLC 2 LJ 110 - BARRA DA TIJUCA - RIO DE JANEIRO - RJ",,2135655636|21969478844,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1823560399,GUT PIANOS,RJ,,,"RUA SANTA BÁRBARA, 115 - PACIÊNCIA - RIO DE JANEIRO, RJ",,2133946118|21978407652,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-3eec633c87,HAYASHIDA ELETRÔNICA,RJ,,,"RUA ARTUR LUIS CORREA, 153, 155 E 157 - JARDIM VENEZA(VOLDAC) – VOLTA REDONDA, RJ",,2433388966,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-81f596d5e5,MEGA SOM,RJ,,,"RUA MAC NIVEN, 4 - LOJA B - CENTRO - NOVA FRIBURGO, RJ",,2225228547,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-08042342f0,MIDITECH,RJ,,,"RUA IPIRANGA, 56 - EDIFÍCIO SALETE SALA 07 - CENTRO - CAMPOS DOS GOYTACAZES, RJ",,2230150241,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-6c31aad809,RF SOM,RJ,,,"RUA NORONHA TORREZÃO, 21 - SANTA ROSA - NITERÓI, RJ",,2127104382,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-89cec8deae,RJF CONSERTO,RJ,,,"RUA PEDRO I, 7 LOJA C - CENTRO - RIO DE JANEIRO, RJ",,2122524578|21970429091,,,,,BI
